There is a comment in this first cell -- hover your mouse over it.,,,,,,,# OF BLANK HEXES:,232,,,
"PLEASE DO NOT SORT THIS SPREADSHEET - IT SHOULD REMAIN SORTED BY HEX #, STARTING WITH HEX 0101 AND ENDING WITH HEX 2023",,,,,,,,,,,
x,y,,HEX #,Terrain,Feature,,Author,Description,Social Media Link of Choice,Encounter?,Themes
17,20,,1720,Town,LULLWYN,,Gus L.,"A rich town under the protection of [[Aeravir Castle]], [[Lullwyn]] believes it has no need of trade or strangers.  It's reidents are incurious and always seem to be planning for a wedding or a festival that demands careful attention to the towns esoteric traditions and usually a naked race through the town streets by some segment of the populace. Outsiders are strictly forbidden from viewing or pratcipating in any of these civic festivals.",http://dungeonofsigns.blogspot.com/,,
17,21,,1721,Swamp,,,,,,,
17,22,,1722,Forest,,,,,,,
17,23,,1723,Open Countryside,,,Gus L.,"More land newly reclaimed from the marshes for the glory of [[Aeravir Castle]].  Great earthworks and massive sluicegates are being built to channel the Nesser here, by gangs of war captives and convicts who live a miserable existence among the stinking mudflats that will someday be rich farmland.  The mercenary guards, led by Otto the Punitive, an massive shirtless man with eight nipples who always wears a black executioner's hood, are somewhat worried that they haven't received word, pay or supplies from [[Aeravir Castle]] in several weeks.  The merceanries will desert soon and the penal slaves are becoming increasingly restless.  Otto and many of his men are secretly werewolves and have been preying on/recruiting from the dam workers.",http://dungeonofsigns.blogspot.com/,,Aeravir Castle werewolves
18,01,,1801,Mountains,,,Gus L.,"High cliffs, deceptive paths and overhanging, icicle covered rock ledge make these mountains extremely forbidding.",http://dungeonofsigns.blogspot.com/,,
18,02,,1802,Mountains,,,Jason Knepper,A tribe of goat people are accosting travelers and searching their belongings. Their shaman and goat God idol have been stolen. They fear a prophecy of destruction without their idol. They don't know that their shaman abandoned them and took the idol with him. He is hidden nearby and awaits their destruction before leaving his lair. ,,,Goat people
18,03,,1803,Open Countryside,,,Matthew Schmeer,"128 cows walk unceasingly in a circle, Should a cow die (naturally or by the sword), another cow wanders in from the northeast and assumes its place, the dead being pummeled into the earth. The ground beneath their hooves is trampled to bloody, pulpy mud. In the middle of the circle, a strange rune has been burned into the earth.",http://rendedpress.blogspot.com,,"Baleful Sign, Circle of Cows"
18,04,,1804,Mountains,,,,,,,
18,05,,1805,Open Countryside,TEMPLE OF ZHOR,,Robert Gimenez,"In the near-fabled Temple of Zhor, emaciated priests spend their days deciphering fever dreams brought on by consumption of the Yrr leaf.  Young acolytes are sent forth beyond the mountains to infiltrate settlements and work on bringing about the deciphered revelations of Zhor.

The priests will pay handsomely for Yrr leaf, which can be found growing on bog corpses in the [[Llewylla Moor]] (Hex [[0214]])",,,Acolytes of Zhor
18,06,,1806,Mountains,,,,,,,
18,07,,1807,Mountains,,,,,,,
18,08,,1808,Hills / Badlands,,,,,,,
18,09,,1809,Mountains,,,,,,,
18,10,,1810,Mountains,,,,,,,
18,11,,1811,Hills / Badlands,,,Maybe me? can't remember,"Wretched lands, covered in pale rocks and fine irritating dust.  Nothing glows here except pale blue lichen.",,,
18,12,,1812,Hills / Badlands,,,,,,,
18,13,,1813,Hills / Badlands,UNDERGROUND ROAD,,Vance A.,"The Underground Road - a dwarf-carved tunnel - connects the [[Ruins of Pelgar]] to the more civilized ares to the south.  The Road has fallen into disrepair, and certain protective wards placed by the dwarven rock-wardens have faded with time, causing the Road to be seasonally inundated with groundwater.  ",http://leicestersramble.blogspot.com/,,
18,14,,1814,Open Countryside,,,,,,,
18,15,,1815,Forest,,,Vance A.,It is quiet here.  Too quiet...,http://leicestersramble.blogspot.com/,,
18,16,,1816,Swamp,,,,,,,
18,17,,1817,Forest,,,,,,,
18,18,,1818,Hills / Badlands,,,Matthew Schmeer,"A pack of coyotes feast on the arrow-riddled body of a goblin messenger. In his leather pouch is a letter to Gobo Rikleclan, a Goblin Prince, requesting assistance in the invasion of [[Ogon]] (Hex [[0101]]).",http://redndedpress.blogspot.com,,Goblins
18,19,,1819,Open Countryside,,,,,,,
18,20,,1820,Open Countryside / Forest,,,,,,,
18,21,,1821,Forest,,,,,,,
18,22,,1822,Farmland,,,,,,,
18,23,,1823,Open Countryside,,,Gus L.,"A finely made, fortified bridge crosses the Nesser here, guarded by a forbidding tollhouse, which seems strangely abandoned.  Beyond the river hardscrabble farmers break new ground for the lands of [[Aeravir Castle]].  If questioned they say the guards at the Tollhouse were suddenly recalled to the castle, and that they have heard nothing from [[Aeravir Castle]] for several weeks.",http://dungeonofsigns.blogspot.com/,,Aeravir Castle
19,01,,1901,Mountains,,,John T.,"The cave bear. Ancient lord in his garden of bones and berries. Knowledge of the lost pathways known only by beasts. Disposition linked to the seasons: hungry (Spring), satiated (Summer), distracted (Fall), in dream (Winter).",Google+TheJohnnyNormal,,Primeval beast
19,02,,1902,Mountains,,,John T.,"You shouldn't have found this place. Technologicaly advanced partially bipedal insect peoples. Their colony ship shunted a hostile dimension (Carcosa) with insufficient calculation now merged with the mountain. They near completion after a hundred generations, to return to the stars, but the arachnids [[2002]] have found them.",Google+TheJohnnyNormal,,Space Bugs
19,03,,1903,Mountains,,,,,,,
19,04,,1904,Hills / Badlands,NORTH PASS,,Vance A.,"A gang of bandits, led by a defrocked priest, prey on travellers along the road.  They hide in caves above the Pass.  Efforts to root them out have been generally fruitless, as the caves networks are tortuous and interconnected.  ",http://leicestersramble.blogspot.com/,,Bandits
19,05,,1905,Open Countryside,,,Vance A.,"Scrubby plains, populated by wild goats. A lamed mountain lion, unsuccessful at catching goats, may attempt to slay a lagging pack animal or traveler. ",http://leicestersramble.blogspot.com/,,
19,06,,1906,Open Countryside,,,Vance A.,"Scrubby plains, populated by wild goats.",http://leicestersramble.blogspot.com/,,
19,07,,1907,Mountains,,,Matthew Schmeer,A roving herd of Venomous Mountain Goats attack travellers on a mid-level mountain pass. Their wool is extremely toxic with an 85% chance of death if it comes in contact with bare skin. ,,,
19,08,,1908,Mountains,,,Jensan,"Vultures of Roc, large intelligent birds that awaits the coming of the mighty Roc, the legendary bird of prey who'll peck a hole in the mountain side and lay its Egg of Rot there, to mark the end of the world. The vultures are not hostile, and keen to converse",http://acornafloat.blogspot.com,,Birds
19,09,,1909,Mountains,,,,,,,
19,10,,1910,Mountains / Open Countryside,,,,,,,
19,11,,1911,Open Countryside,,,,,,,
19,12,,1912,Hills / Badlands,,,,,,,
19,13,,1913,Hills / Badlands,,,,,,,
19,14,,1914,Open Countryside,,,Christopher Weeks,"Largos Nomads - a hundred tiny villages, just a few families each dot these plains. Outsiders are shown the point of a barbarian spear more often than not. If you do manage to earn their loyalty, they'll back your plays, give aid and comfort, and occasionally follow you on your fool quest outside of their homelands. This is the same as [[1915]] and [[2014]].",,,Wildmen
19,15,,1915,Open Countryside,,,Christopher Weeks,"Largos Nomads - a hundred tiny villages, just a few families each dot these plains. Outsiders are shown the point of a barbarian spear more often than not. If you do manage to earn their loyalty, they'll back your plays, give aid and comfort, and occasionally follow you on your fool quest outside of their homelands. This is the same as [[1914]] and [[2014]].",,,Wildmen
19,16,,1916,Forest,,,,,,,
19,17,,1917,Forest,,,Gus L.,"A young forest, pushing up through the burnt remains of a much older one.",,,
19,18,,1918,Open Countryside,,,,,,,
19,19,,1919,Open Countryside,,,Vance A.,"A band of slavers hunting goblins makes their way up the road in their heavy, covered wagons.  The moans of captured and roughly-sedated goblins can be heard emanating from the wagons.  ",http://leicestersramble.blogspot.com/,,Goblins
19,20,,1920,Forest,,,,,,,
19,21,,1921,Farmland,,,Matthew Schmeer,"The entire hex has been burned to the ground and the land tilled with salt. In the center of the hex, a towering pillar of salt, pink and crystaline, pulses with a pale glow. Around the pillar are the emaciated bodies of hundreds of men, women, and children. A lone housecat weaves among the bodies. From one side of the pillar protudes a brass doorknob and the rough outline of a door is barely visible. Within ten minutes of the party's arrival, the housecat begins to scratch at the door. See also Hex [[1609]].",http://rendedpress.blogspot.com,,"Cats, Baleful Sign"
19,22,,1922,Farmland,,,Gus L.,"Rich farmland, seemingly suddenly adandoned.  Tools rust in the fields and inside the neat cottages of the bondsmen food rests, rotting, uneaten on tables, and petty valuables remain undisturbed. ",http://dungeonofsigns.blogspot.com/,,Aeravir Castle
19,23,,1923,Farmland,AERAVIR CASTLE (PART 1),,Gus L.,"[[Aeravir Castle]] - ""The Unbreachable Fortress"" is a huge pile of every concieveable archetectural whim and a compilation of the seige engineers art for thousands of years.  It's gates stand open, guarded by listless exhausted men, who are starving.  They speak of a curse that makes any who fall asleep fade from existence, while conversing with unseen strangers or pursued by unkown horrors. All that remains of the castle's population are those who have used magic or drugs to avoid sleep for several weeks, and they are going mad.  Most cling to the rituals of castle life, but all stumble like sleepwalkers and many have taken to painting a second set of open eyes on thier forheads in a vain effort to trick whatever is taking thier fellows.  ",http://dungeonofsigns.blogspot.com/,,Aeravir Castle
20,01,,2001,Mountains,,,Gus L.,"The grim, cold and high the mountains here are jagged spikes spliting the earth.  No paths or trails cut through them, and thier icy stones often give way, dropping travellers hundreds of feet to be impaled by spires of rock.",http://dungeonofsigns.blogspot.com/,,
20,02,,2002,Open Countryside / Mountains,FOREST OF HUSKS,,John T.,Valley of the Spider. They came here as an egg sac attached to the Space Bug ship [[1902]]. When the spiderlings hatched they made their way through the honeycomb passages to the base of the mountain to grow and build their nest. One strand at a time the weave  of the great web expanded across the countryside. Now the landscape is a mad network of silk highways connecting to the central hive. They have watched and waited as the Space Bugs rebuilt their ship. Now is the time to take it and return to Carcosa. The wrongness of their presence in this dimension (also genetic influence) has infected the arachnids for hundreds of miles. All flesh must be eaten.,Google+TheJohnnyNormal,,Spiders
20,03,,2003,Hills / Badlands,,,John T.,Ettin Olympics. The present event is antelope bombardment. Presided over from the centrally located judges stand and observation towers. Teams currently in play: Grak-Nash (Brown; antlers; reigning champions) and Meh-Lerg (Green;Crocodile),Google+TheJohnnyNormal,,Monstrous Beings
20,04,,2004,Open Countryside,,,Gus L.,"Grasslands and meadows, home to heards of small large eyed antelope.  At their center is a large stone disk, like a giant plug; a deep humming can be heard pulsing rythimically from the earth around it.",http://dungeonofsigns.blogspot.com/,,
20,05,,2005,Hills / Badlands,,,,,,,
20,06,,2006,Mountains,,,Vance A.,"A tribe of garuda (bird-men) inhabit the highest, isolated peak, called Usk'nso in their tongue (and Mt. Perdar by the locals).  The garuda are insular, descending only to hunt wild goats and abscond with any books carried by pilgrims or other travellers on the road to the Temple of Zhor [[1805]]",http://leicestersramble.blogspot.com/,,
20,07,,2007,Hills / Badlands,,,Vance A.,"Clusters of ceramic urns are set in hollows in the rocks or arranged in geometric patterns on plateaus and flats.  The urns contain the cremated remains of members of the horse-warden tribes to the east.  Many of the urns are cracked or broken, from the elements or prowlers, and are returning to the earth.  Some of the undisturbed urns will have small grave-good trinkets.  There is a 20% chance that any of these items is cursed.",http://leicestersramble.blogspot.com/,,
20,08,,2008,Mountains,,,,,,,
20,09,,2009,Hills / Badlands,RUINS OF PELGAR,,,,,,
20,10,,2010,Hills / Badlands,,,Gus L.,"A great pillar of light nacreous stone has been driven into the rocky earth here as if it fell from a great height.  It stands 40' tall and resembles the pillars of the [[Baleful Sign]].  Anyone with knowledge of the area, such as the nomads to the South [[2014]], will say the pillars was absent in the recent past. ",http://dungeonofsigns.blogspot.com/,,Baleful Sign
20,11,,2011,Mountains,,,Gus L.,"Mooncalf, a potent monsterous sorcerer from the moon has holed up in an old tomb carved into the side of this imposingly bare mountain.  Mooncalf appears as a centuar like figure with a lower body of dappled pale fungus and eyes that glow with white fire.  He has been sent by the masters of the moon to reactivate an ancient army of moon men (now the unsuspecting residents of [[Angleae]]) to continue a war of spite and destruction.  Mooncalf knows the correct order of glyphs to activate the [[Baleful Sign]] and will do so to destory [[Angleae]] and its people if he discovers them in thier degenerate state.  He is pained by gravity, depressed at being forever exiled from his home, and confused by the profusion of life on the terrestial sphere.  Mooncalf will trade sorcerous knowledge and euphoria producing moon fungus, golden pearls and starstuff for information on the wereabout of the [[Baleful Sign]], captive locals to interrogate or allies to do his masters' spiteful bidding.  ",http://dungeonofsigns.blogspot.com/,,Baleful Sign
20,12,,2012,Mountains,,,Gus L.,"Crags of dry stone, with a few winding pathes between and over them.  Here and there great growths of crystal make these mountains sparkle at dusk and midday.",http://dungeonofsigns.blogspot.com/,,
20,13,,2013,Hills / Badlands,,,,,,,
20,14,,2014,Open Countryside,,,Christopher Weeks,"Largos Nomads - a hundred tiny villages, just a few families each dot these plains. Outsiders are shown the point of a barbarian spear more often than not. If you do manage to earn their loyalty, they'll back your plays, give aid and comfort, and occasionally follow you on your fool quest outside of their homelands. This is the same as [[1914]] and [[1915]].",,,Wildmen
20,15,,2015,Forest,,,John T.,The forest of misfit gods,Google+TheJohnnyNormal,,
20,16,,2016,Swamp,,,Jason Knepper,"The corpse of an adult black dragon lies on its back sinking into the swamp. 2d6 large alligators are feasting on it. A moderate DC search or perception check will reveal that the canopy above is unbroken and clear tracks through the cypress roots show that a large group of humanoids battled it from deeper in the swamp to here. Following the tracks will lead to a group of dragonslayers (random NPC adventuring party) looting the dragon's nest. They are injured and many of their spells are expended from the fight. They will be cautious and will fight to protect their loot but will flee obviously more powerful parties. If they flee, they will follow to reclaim their loot at the most opportune time. ",,,npc adventurers
20,17,,2017,Forest,,,,,,,
20,18,,2018,Open Countryside,TEMPLE OF DUFFYD,,Matthew Schmeer,"Duffyd, the Petty Goddess of Heroic Dreams of Groveling Cowards, is currently residing in a small ceramic tureen on the third step of the altar. Should a groveling coward come within twenty feet of Her current domicile, She will manifest and promise a boon to anyone who retrieves a silver band from a harpy's talon and returns it to her. There is a 50% chance this is a false promise.",http://rendedpress.blogspot.com,,Harpy
20,19,,2019,Open Countryside,,,Matthew Schmeer,"A band of cultists are about to burn a small girl at the stake. The girl is bound in silver chains and writhes in pain, her mouth foaming. She is having a seizure.",http://rendedpress.blogspot.com,,"Werewolves, Cult"
20,20,,2020,Forest,,,Gus L. ,"The 'Green Men of [[Erwyn]]', a band of forest 28 skulking killers for hire, secrative and much opposed to the rule of the Steward of [[Drogat Castle]] have set up a secret camp here in preparation of patrolling South towards [[Aeravir Castle]].  They are heavily armed with finely made longbows, a variety of poision arrows and other weapons of assassination.  They may consider future comissions but have been hired by a strange made in a black mask ([[ 1017]])) to scout the lands around the castle and are unavailable for at least two weeks.  They aren't above a bit of robbery, murder and torture as a sideline to 'keep thier skills sharp'.",http://dungeonofsigns.blogspot.com/,,Warbands Aeravir Castle
20,21,,2021,Farmland,,,Gus L. ,"A Regal Devil in a the clothes of a courtier and with a marble mask that always mirror the face of the viewer has the ability to grant victory in battle.  For the price of a soul he will augment a warriors abilities so that during the next combat all attacks by the warrior will do maximum damage and gain +4 to hit.  He dwells simply and without acosting the local farmers in an abandoned but fastidious shrine and is well know to the soldiers of [[Aeravir Castle]], he is currently rather lonely and unaware of the local sleeping curse. ",http://dungeonofsigns.blogspot.com/,,Devil Aeravir Castle
20,22,,2022,Farmland,,,Gus L. ,"The road to [[Aeravir Castle]] runs through these formerly resplendent farmlands.  Now farm carts, piled high with sprouting and moulderd grain are abandoned on it, with oxen dead in the traces.  A through search of the road will reveal the pack of an apothecary out of [[Aeravir Castle]] which describes a curse that pulls the sleeping into the world of thier own dreams.  The apothecaries efforts to treat citizens in the castle failed, but sustaining herself with stong stimulants (there are several vials of foul smelling powder in the pack) she managed to fend of sleep for some weeks.  The writing shows signs of maddness toward the journal's end, but the apothecary came to the conclusion that [[Aeravir Castle]] was cursed and that the sleeping sickness was regional rather then a disease - she aparently failed to make it far enough out of town before falling asleep.",http://dungeonofsigns.blogspot.com/,,Aeravir Castle
20,23,,2023,Farmland,AERAVIR CASTLE,,Gus L.,"[[Aeravir Castle]] - A great wall, nearly 150' high stretches around the fortress town of [[Aeravir Castle]], but the gates here are unguarded and smoke rises from within.  The town burns, mostly abandoned, as it's residents have disappeared into thier dreams whenever they fall asleep.  The few remaining citizens are burning thier valuables (and many shops, homes and businesses) in an effort to apease whatever demon or god is responsible for this curse.  They are mad eyed and have kept themselves awake for weeks with crude spells and dangerous alchemical stimulants.  They will react badly to efforts to loot the town.",http://dungeonofsigns.blogspot.com/,,Aeravir Castle
